As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy,Categorical_Model_Uniques,Categorical_Model_Valids_Uniques,Categorical_Model_Valids,Categorical_Model_Unique_Counts,Categorical_Model_Valid_Unique_Counts,Categorical_Model_Valid_Counts,Categorical_True_Uniques,Categorical_True_Valids_Uniques,Categorical_True_Valids,Categorical_True_Unique_Counts,Categorical_True_Valid_Unique_Counts,Categorical_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Prim_Model_Uniques,Prim_Model_Valids_Uniques,Prim_Model_Valids,Prim_Model_Unique_Counts,Prim_Model_Valid_Unique_Counts,Prim_Model_Valid_Counts,Prim_True_Uniques,Prim_True_Valids_Uniques,Prim_True_Valids,Prim_True_Unique_Counts,Prim_True_Valid_Unique_Counts,Prim_True_Valid_Counts,Beam_Model_Uniques,Beam_Model_Valids_Uniques,Beam_Model_Valids,Beam_Model_Unique_Counts,Beam_Model_Valid_Unique_Counts,Beam_Model_Valid_Counts,Beam_True_Uniques,Beam_True_Valids_Uniques,Beam_True_Valids,Beam_True_Unique_Counts,Beam_True_Valid_Unique_Counts,Beam_True_Valid_Counts
"[0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1
 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0
 0 1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
 0 1 0 0 1 1 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0
 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0]",0,[ 0 10  0  7  7  6  0  0  5  0  2  0  9  9  9  7],[ 0 10  0  7  2  6  0  0  5  0  7  0  9  6  9  7],False,False,0.5,0.578125,"[np.int64(10), np.int64(9), np.int64(0), np.int64(2), np.int64(15), np.int64(11), np.int64(8), np.int64(13), np.int64(8), np.int64(7), np.int64(15), np.int64(4), np.int64(7), np.int64(5), np.int64(15), np.int64(0)]","[np.int64(14), np.int64(14), np.int64(12), np.int64(12), np.int64(8), np.int64(10), np.int64(12), np.int64(14), np.int64(13), np.int64(9), np.int64(13), np.int64(10), np.int64(11), np.int64(11), np.int64(5), np.int64(0)]",False,False,0.0,0.0,[ 0 10  0  2  7  6  0  0  5  0  2  0  9  9  9  7],[ 0 10  0  7 11  6  0  0  5  0  7  0  9  9  9  2],False,False,0.46875,0.515625,[ 0 10  0  2 11  6  0  0  5  0  2  0  9  6  9  2],[ 0 10  0  2 11  6  0  0  5  0  2  0  9  9  9  2],True,True,0.640625,0.875,0.96,0.125,0.12,24,3,3,0.88,0.13636363636363635,0.12,22,3,3,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.14285714285714285,0.16,21,3,4,0.88,0.18181818181818182,0.16,22,4,4,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0
 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0
 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 1
 0 1 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1
 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 1]",15,[ 6  3 11 15  7 11 15 15 15  3 15 15  2  8  5 15],[ 8  3 11 15  6 11 15 15 15  3 15 15  2  8  5 15],False,True,0.5,0.578125,"[np.int64(6), np.int64(14), np.int64(9), np.int64(10), np.int64(10), np.int64(8), np.int64(11), np.int64(3), np.int64(9), np.int64(11), np.int64(9), np.int64(15), np.int64(6), np.int64(3), np.int64(13), np.int64(6)]","[np.int64(0), np.int64(6), np.int64(8), np.int64(2), np.int64(4), np.int64(7), np.int64(2), np.int64(2), np.int64(10), np.int64(0), np.int64(10), np.int64(7), np.int64(8), np.int64(10), np.int64(1), np.int64(10)]",False,False,0.0,0.0,[ 8  3 11 15  6  6 15 15 15 11 15 15  2  3  5 15],[ 8  3 11 15  6 11 15 15 15  6 15 15  2  7  5 15],False,False,0.46875,0.515625,[ 8  3 11 15  6 11 15 15 15 11 15 15  2  7  5 15],[ 6  3 11 15  6  6 15 15 15  6 15 15  2  8  5 15],False,True,0.640625,0.875,0.84,0.42857142857142855,0.4,21,9,10,0.64,0.5,0.56,16,8,14,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.6666666666666666,0.68,21,14,17,0.72,0.3888888888888889,0.4,18,7,10,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25
"[1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0
 1 0 1 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0
 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]",14,[14 14 14 14  0  8  0  2  3 11  2 13  2 14 14  2],[14 14 14 14  0  8  0  2 13 11  2  2  1 14 14  2],False,False,0.5,0.578125,"[np.int64(8), np.int64(12), np.int64(12), np.int64(15), np.int64(1), np.int64(14), np.int64(1), np.int64(9), np.int64(2), np.int64(15), np.int64(0), np.int64(15), np.int64(1), np.int64(13), np.int64(4), np.int64(1)]","[np.int64(13), np.int64(6), np.int64(7), np.int64(11), np.int64(0), np.int64(2), np.int64(2), np.int64(5), np.int64(13), np.int64(4), np.int64(3), np.int64(11), np.int64(15), np.int64(9), np.int64(11), np.int64(13)]",False,False,0.0,0.0,[14 14 14 14  0  8  3  2  0 12  2 13  3 14 14  2],[14 14 14 14  0  8  0  2 13 12  2 13 13 14 14  2],False,True,0.46875,0.515625,[14 14 14 14  0  8  0  2 13 12  2  2 13 14 14  2],[14 14 14 14  0  8  0  2  0 12  2  1  1 14 14  2],False,True,0.640625,0.875,0.96,0.2916666666666667,0.28,24,7,7,0.92,0.30434782608695654,0.28,23,7,7,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.92,0.17391304347826086,0.2,23,4,5,0.96,0.16666666666666666,0.16,24,4,4,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0
 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1]",7,[ 7  3  3 15  1 14  8  7 11  2  2  7 11  5 11  7],[ 7  3  3 15  1 14  8  7 11  1  2  7 11  5 11  7],True,True,0.5,0.578125,"[np.int64(3), np.int64(12), np.int64(10), np.int64(4), np.int64(12), np.int64(0), np.int64(14), np.int64(7), np.int64(12), np.int64(10), np.int64(6), np.int64(5), np.int64(5), np.int64(12), np.int64(2), np.int64(0)]","[np.int64(15), np.int64(3), np.int64(6), np.int64(7), np.int64(5), np.int64(11), np.int64(8), np.int64(14), np.int64(5), np.int64(9), np.int64(0), np.int64(14), np.int64(8), np.int64(9), np.int64(2), np.int64(8)]",False,False,0.0,0.0,[ 7  3  3 15  1 14  8  7 11  1  2  7 11  5 11  7],[ 7  3  3 15  1 14  8  7 11  5  2  7 11  5 11  7],True,True,0.46875,0.515625,[ 7  3  3 15  1 14  8  7 11  2  2  7 11  5 11  7],[ 7  3  3 15  1 14  8  7 11  5  2  7 11  5 11  7],True,True,0.640625,0.875,0.12,1.0,1.0,3,3,25,0.12,1.0,1.0,3,3,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.75,0.96,4,3,24,0.12,1.0,1.0,3,3,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 1 1
 1 1 1 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0
 0 0 1 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0
 1 0 1 1 1 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 0 0 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1]",8,[ 8  0  0 10  8 14  9 10  8  8  8 14  0  1  8  9],[ 8  0  0 10  8 14  4 10  8  8  8  4  4  1  8  9],True,True,0.5,0.578125,"[np.int64(1), np.int64(0), np.int64(0), np.int64(8), np.int64(5), np.int64(3), np.int64(2), np.int64(9), np.int64(4), np.int64(10), np.int64(2), np.int64(11), np.int64(10), np.int64(7), np.int64(11), np.int64(14)]","[np.int64(2), np.int64(2), np.int64(3), np.int64(11), np.int64(7), np.int64(11), np.int64(15), np.int64(4), np.int64(1), np.int64(7), np.int64(14), np.int64(5), np.int64(8), np.int64(5), np.int64(9), np.int64(7)]",False,False,0.0,0.0,[ 8  0  0 10  8 14  4 10  8  8  8 14  0  1  8  9],[ 8  0  0 10  8 14  4  9  8  8  8  4  0  1  8  9],True,True,0.46875,0.515625,[ 8  0  0 10  8 14  9 10  8  8  8 14  4  1  8  9],[ 8  0  0 10  8 14  4 10  8  8  8  4  4  1  8  9],True,True,0.640625,0.875,0.56,1.0,1.0,14,14,25,0.44,1.0,1.0,11,11,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.52,1.0,1.0,13,13,25,0.44,1.0,1.0,11,11,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0
 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1
 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0
 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1 1 0 1 1 0
 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1
 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1]",14,[ 2  2  9 11  8 14  4  9 14 14  8  4 15  4 14  9],[ 2  2  9 11  8 14  4  9 14 14  8  7 15  4 14  9],False,False,0.5,0.578125,"[np.int64(2), np.int64(1), np.int64(1), np.int64(15), np.int64(5), np.int64(10), np.int64(7), np.int64(0), np.int64(2), np.int64(8), np.int64(1), np.int64(8), np.int64(7), np.int64(15), np.int64(11), np.int64(7)]","[np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(15), np.int64(15), np.int64(10), np.int64(15), np.int64(14), np.int64(12), np.int64(11), np.int64(11), np.int64(12), np.int64(2), np.int64(12)]",False,False,0.0,0.0,[ 7  2  9 11  8 14 15  9 14 14  8  7 15 10 14  9],[ 2  2  8 11  8 14  4  9 14 14  8  4 15  4 14  9],False,True,0.46875,0.515625,[ 7  2  9 11  9 14  4  9 14 14  8  7 15 10 14  9],[ 7  2  8 11  8 14  4  9 14 14  8  7 15  4 14  9],True,True,0.640625,0.875,0.96,0.125,0.12,24,3,3,0.76,0.2631578947368421,0.28,19,5,7,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.88,0.4090909090909091,0.4,22,9,10,0.92,0.43478260869565216,0.44,23,10,11,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0
 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1
 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1
 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1
 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0]",2,[ 2  0  2 15  3  8 12  8  2  0 11  8 15  7  1  2],[ 2  0  2 15  3  8 12  8  2  8 12  8 15  7  1  2],True,True,0.5,0.578125,"[np.int64(0), np.int64(4), np.int64(15), np.int64(12), np.int64(2), np.int64(5), np.int64(0), np.int64(0), np.int64(12), np.int64(7), np.int64(3), np.int64(8), np.int64(6), np.int64(12), np.int64(1), np.int64(4)]","[np.int64(6), np.int64(10), np.int64(0), np.int64(3), np.int64(15), np.int64(14), np.int64(8), np.int64(9), np.int64(10), np.int64(7), np.int64(3), np.int64(10), np.int64(3), np.int64(14), np.int64(12), np.int64(11)]",False,False,0.0,0.0,[ 2  0  2 15  3  8 12  8  2  8 11  8 15  7  1  2],[ 2  0  2 15  7  8 12  8  2  0 11  8 15  7  1  2],True,True,0.46875,0.515625,[ 2  0  2 15  3  8 12  8  2  8 12  8 15  7  1  2],[ 2  0  2 15  7  8 12  8  2  8 12  8 15  7  1  2],True,True,0.640625,0.875,0.44,1.0,1.0,11,11,25,0.44,1.0,1.0,11,11,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.4,1.0,1.0,10,10,25,0.48,1.0,1.0,12,12,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1
 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1
 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 0 1 0 1 1]",8,[11  5 12 15  4  0 14  0  8  7 15  8 15  6 11 14],[11  5 12 15  4  0 14  0  8  7 15  8 15  6 11 14],True,True,0.5,0.578125,"[np.int64(3), np.int64(7), np.int64(5), np.int64(4), np.int64(3), np.int64(14), np.int64(10), np.int64(6), np.int64(6), np.int64(8), np.int64(0), np.int64(8), np.int64(8), np.int64(5), np.int64(8), np.int64(8)]","[np.int64(2), np.int64(14), np.int64(13), np.int64(12), np.int64(1), np.int64(9), np.int64(9), np.int64(9), np.int64(3), np.int64(10), np.int64(7), np.int64(9), np.int64(4), np.int64(11), np.int64(12), np.int64(2)]",False,False,0.0,0.0,[11  5 12 15  3  0 14  0  8  7 15  8  6  6 11 14],[11  5 12 15  4  0 14  0  8  5 15  8  6  6 11 14],False,True,0.46875,0.515625,[11  5 12 15  3  0 14  0  8  7 15  8  6  6 11 14],[11  5 12 15  0  0 14  0  8 15 15  8 15  6 11 14],False,False,0.640625,0.875,0.28,0.8571428571428571,0.96,7,6,24,0.2,1.0,1.0,5,5,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.44,0.0,0.0,11,0,0,0.24,1.0,1.0,6,6,25,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 1
 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 0 1
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 1 1 0
 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0
 1 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1]",15,[12 12 15 14  2 14  9 14 12 15 12 12 14  3 15 15],[ 4  7 15 14  2  9  9  2  6 15  6 12 14  6 15 15],True,True,0.5,0.578125,"[np.int64(8), np.int64(9), np.int64(7), np.int64(0), np.int64(14), np.int64(10), np.int64(1), np.int64(7), np.int64(12), np.int64(7), np.int64(9), np.int64(4), np.int64(7), np.int64(7), np.int64(11), np.int64(6)]","[np.int64(15), np.int64(5), np.int64(4), np.int64(12), np.int64(14), np.int64(9), np.int64(15), np.int64(9), np.int64(2), np.int64(2), np.int64(4), np.int64(8), np.int64(5), np.int64(13), np.int64(5), np.int64(13)]",False,False,0.0,0.0,[12 12 15 14  2 14  9 14 12 15 12 12 14  6 15 15],[ 5  6 15 14  9  9  9  2  6 15  6 12 14  3 15 15],True,False,0.46875,0.515625,[ 5  6 15 14  9 14  9 14  6 15  6 12 14  6 15 15],[ 4  6 15 14  9  9  9 14  6 15  6 12 14  6 15 15],True,True,0.640625,0.875,1.0,0.08,0.08,25,2,2,0.92,0.391304347826087,0.4,23,9,10,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,1.0,0.08,0.08,25,2,2,1.0,0.36,0.36,25,9,9,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 1 0 0 1
 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0
 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0]",5,[ 8  8  8  8  6  5 10 10  5  7  5  6  2 15 15  5],[ 8  8  8  8 13  5 10 10  5  2  5 13  2 15 15  5],True,True,0.5,0.578125,"[np.int64(12), np.int64(13), np.int64(0), np.int64(4), np.int64(10), np.int64(10), np.int64(3), np.int64(7), np.int64(5), np.int64(5), np.int64(0), np.int64(12), np.int64(7), np.int64(5), np.int64(7), np.int64(4)]","[np.int64(5), np.int64(4), np.int64(12), np.int64(12), np.int64(6), np.int64(2), np.int64(10), np.int64(5), np.int64(8), np.int64(0), np.int64(0), np.int64(4), np.int64(15), np.int64(5), np.int64(1), np.int64(4)]",False,False,0.0,0.0,[ 8  8 15  8 13  5 10 10  5  2  5 13  2 15 15  5],[ 8  8  8  8 13  5 10 10  5  7  5 13  2 15 15  5],True,True,0.46875,0.515625,[ 8  8  8  8  6  5 10 10  5  7  5 14 14 15 15  5],[ 8  8  8  8 13  5 10 10  5  2  5 13  2 15 15  5],True,True,0.640625,0.875,0.64,0.6875,0.56,16,11,14,0.52,0.46153846153846156,0.4,13,6,10,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.6190476190476191,0.6,21,13,15,0.72,0.5,0.44,18,9,11,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
